EVENT
  666    275.8130   -110.4072   -270.1129    686.7688
   94    -20.7704    172.5985   -131.3898    217.9159
  -11     79.5152    -32.7908    -36.7670     93.5399
   11    128.3887   -127.8084    -41.9864    185.9610
*****     88.6795   -122.4065    -59.9697    189.3519
  666    -84.3836    -19.7313   -537.6531    782.6692
   94    -50.1145   -234.8812   -402.9825    469.4306
  -13     12.7305     -6.3819     -9.0930     16.8964
   13    -41.5170     47.2549     -4.7577     63.0819
*****     -5.4826    174.2770   -120.8198    233.2602
EVENT
  666   -508.4969   -288.6325  -1100.6869   1351.5949
   94     38.0895   -184.8190   -315.6497    372.6563
  -11   -134.6221      5.5480   -191.8487    234.4351
   11   -155.1922    -10.7570   -168.7455    229.5112
*****   -256.7721    -98.6046   -424.4430    514.9922
  666    511.5961    289.0585   -379.4079    898.0149
   94    403.2925    -18.6153   -331.2046    522.1954
  -13     50.5340    112.4536    -15.9152    124.3093
   13     34.1107    105.0759    -38.1097    116.8625
*****     23.6588     90.1443      5.8216    134.6478
EVENT
  666   -244.1321    244.5838    -90.2399    671.6266
   94     39.0691   -142.7523      5.4900    150.1722
  -13   -111.8121    129.8099    -28.5761    173.6927
   13    -89.9532    119.5951     -2.5540    149.6700
*****    -81.4359    137.9310    -64.5998    198.0917
  666    122.6333   -429.7303  -1745.3893   1888.8389
   94     84.6011   -507.2332  -1250.8806   1355.4365
  -11     10.6234     12.9279   -176.6890    177.4795
   11    -10.0140     15.3362     -0.4246     18.3210
*****     37.4228     49.2387   -317.3952    337.6019
EVENT
  666   -330.2121    -59.4428   1214.5817   1380.7086
   94      5.3265   -141.0221    796.1606    809.0114
   11    -12.8574    -16.1640     10.3485     23.1015
  -11      1.5542     -0.7796     36.0988     36.1406
*****   -324.2354     98.5228    371.9738    512.4551
  666    205.3097     61.3680    357.0637    708.7029
   94   -157.8928    -85.7495    124.9037    218.8245
   13    133.2461     57.8183     90.2628    171.0113
  -13      7.5784     25.3705     -6.6397     27.2982
*****    222.3779     63.9287    148.5369    291.5689
EVENT
  666     31.9865    -79.3289    572.3187    811.8755
   94    149.0190     -0.2277    562.9214    582.6043
  -13     -9.1561     21.1668      0.9487     23.0820
   13    -66.4921    -10.1668      4.6212     67.4235
*****    -41.3843    -90.1012      3.8273    138.7657
  666    -66.3515     29.1358   -257.8771    625.5796
   94    123.3147   -149.1330     31.6960    196.4646
  -11     -2.4873     30.3258     -5.0083     30.8370
   11    -19.5759     30.0008    -99.0053    105.2868
*****   -167.6030    117.9422   -185.5595    292.9912
EVENT
  666   -160.8074   -241.6934    279.9988    709.6129
   94   -177.6259     74.0397    -69.4758    205.0069
  -13    -10.4936    -23.1907     69.3527     73.8764
   13    -10.8757   -103.8120    135.7781    171.2627
*****     38.1877   -188.7304    144.3438    259.4668
  666    194.5781    303.0674   -153.4524    698.2769
   94    257.0279    356.6586   -216.7918    490.1709
  -11    -25.8211    -41.5892     13.5994     50.8068
   11    -29.1023    -31.7363     -5.9464     43.4683
*****     -7.5264     19.7342     55.6863    113.8308
EVENT
  666     52.7525     43.2624  -1402.2754   1516.0903
   94    191.5154    199.5995   -916.4271    957.2857
  -11    -45.5651    -28.1948   -161.2413    169.9113
   11     11.8868    -46.2536    -94.2172    105.6294
*****   -105.0846    -81.8887   -230.3898    283.2638
  666   -188.8261     22.1480     70.1385    598.8119
   94    -81.0741    182.2330   -154.2794    252.2049
  -13    -16.7791      7.3325     42.1862     45.9890
   13    -12.9163    -65.5294     99.1462    119.5446
*****    -78.0566   -101.8880     83.0855    181.0735
EVENT
  666    208.1606     42.5498  -1103.2628   1260.8908
   94    174.2954     98.5483  -1028.5632   1055.0264
   13    -21.8246      7.4385    -18.4789     29.5487
  -13     32.6783      3.4867    -44.9885     55.7136
*****     23.0114    -66.9238    -11.2322    120.6021
  666   -217.5666    -49.1996    593.8716    845.8482
   94    124.5056    -84.9183     19.0455    152.1323
   11    -57.8508     26.1611     55.3916     84.2576
  -11    -24.2987      5.5255    123.4493    125.9392
*****   -259.9227      4.0322    395.9852    483.5191
EVENT
  666    238.6451    154.9961   2041.8585   2139.8386
   94    169.9466    -45.1104   1646.7946   1656.7583
  -11     30.9070      6.3999     28.7402     42.6872
   11     48.3349     79.9908    161.7935    186.8473
*****    -10.5433    113.7157    204.5303    253.5457
  666   -178.9607   -126.5630    169.5289    629.7785
   94     49.2185     32.4024   -153.1989    167.1764
   13    -90.9394    -44.5972    112.4530    151.3426
  -13    -32.8929      0.7772      0.7003     32.9097
*****   -104.3470   -115.1455    209.5745    278.3499
EVENT
  666    128.8825     22.7610   2288.4247   2357.9097
   94    -88.0601   -152.8045   1347.0012   1359.5681
  -11     -9.0826     15.3347     30.0222     34.9138
   11     23.3314     -8.2011     33.0722     41.2963
*****    202.6937    168.4320    878.3291    922.1315
  666   -108.8354    -26.3641    268.5671    631.0111
   94   -153.4117    189.6852    242.3587    344.8869
   13     25.6540    -64.7725    -17.5140     71.8356
  -13     30.5309     -2.8466     -2.2312     30.7446
*****    -11.6087   -148.4302     45.9536    183.5440
EVENT
  666   -136.8668     24.0653  -1254.9714   1383.5054
   94   -224.8635     52.0166   -199.6044    308.8688
  -11     50.9051     -0.3816   -240.6620    245.9871
   11      2.2250    -32.4880   -398.9789    400.3056
*****     34.8667      4.9183   -415.7261    428.3439
  666    124.1977    -63.3899    448.9258    711.8496
   94   -177.2136    -22.2147    245.4701    303.8563
   13     -8.1495      1.1445     11.0086     13.7450
  -13    153.0825    -22.0786    118.3789    194.7699
*****    156.4782    -20.2411     74.0682    199.4784
EVENT
  666   -213.6671     -5.0218     82.4126    613.7989
   94   -184.6251   -207.6482    140.5745    334.8677
   13      4.6984    -11.4612      0.1692     12.3884
  -13      6.5230    113.0335    -37.7298    119.3427
*****    -40.2634    101.0541    -20.6012    147.2001
  666    181.7205    -67.7488   -486.1603    772.9388
   94     46.2346    210.4192   -277.0631    358.2405
   11     59.9391    -97.7407    -55.9134    127.5627
  -11     39.3278    -23.9253     -1.8671     46.0715
*****     36.2191   -156.5021   -151.3168    241.0641
EVENT
  666      2.9587   -424.8173   -798.0860   1090.6291
   94     48.5205   -481.9731   -744.4018    888.7726
  -11     22.6317     20.0150     -2.5662     30.3212
   11    -17.3564     50.1388    -22.2193     57.5225
*****    -50.8371    -12.9980    -28.8987    114.0127
  666      6.3492    420.2011  -1909.3480   2033.5253
   94   -208.8578    287.9689  -1322.8012   1369.9273
   13    -11.3286     10.9746    -32.2766     35.9245
  -13      3.2584     27.7676    -24.3954     37.1053
*****    223.2772     93.4900   -529.8748    590.5682
EVENT
  666    215.4234    708.4753     60.6488    928.1316
   94   -154.8231    112.1196     13.4432    201.8629
   13    134.1300    174.8405     23.2697    221.5887
  -13      7.7490     23.6863    -22.4347     33.5323
*****    228.3674    397.8289     46.3705    471.1477
  666   -222.2729   -693.1715   -157.6587    938.7061
   94   -194.8769   -662.7805      6.8259    691.1965
   11     -1.3984     26.0665    -12.7536     29.0529
  -11     28.1987    -32.0650    -32.5337     53.6821
*****    -54.1962    -24.3925   -119.1974    164.7745
EVENT
  666    299.8155   -105.3656  -2363.2666   2445.9032
   94     56.8283     40.2017    -15.2245     73.9723
  -11     46.5747    -20.5089   -195.1486    201.6750
   11     42.4801    -16.6088   -167.6346    173.7290
*****    153.9325   -108.4496  -1985.2589   1996.5269
  666   -245.6331    102.1203   -222.4913    678.6089
   94    118.6448     74.0371     87.4323    166.6901
   13   -111.6216     31.5969   -100.3331    153.3770
  -13    -13.8494     26.7818    -32.5915     44.3992
*****   -238.8069    -30.2955   -176.9990    314.1426
EVENT
  666    -45.3786    -49.2586    263.0808    624.4289
   94     12.3943    221.5413    173.8013    282.1407
   11     22.0367    -33.8909      0.5963     40.4297
  -11    -51.3547    -33.3282     17.5240     63.6802
*****    -28.4548   -203.5809     71.1592    238.1783
  666     78.0667     61.8395  -1286.0559   1404.9053
   94     -2.2269    151.7371  -1123.5292   1133.8884
   13     28.7063     -9.5153    -67.0518     73.5564
  -13     11.2124    -43.2552      7.9915     45.3939
*****     40.3749    -37.1271   -103.4664    152.0665
EVENT
  666   -143.0695    -28.4962   -958.3705   1121.3810
   94    -21.2656    224.4882   -371.1301    445.9497
   11    -11.5427    -80.2034   -177.6186    195.2285
  -11    -61.8744   -105.1127   -219.7666    251.3453
*****    -48.3868    -67.6683   -189.8553    228.8574
  666     48.5388     14.3783    196.2840    597.0806
   94    -11.3065     59.7361    338.4838    355.4646
